X.clade_name	clade_taxid	p1	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p2	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p3	p30	p31	p32	p33	p34	p35	p36	p37	p38	p39	p4	p40	p41	p42	p43	p44	p45	p46	p47	p48	p49	p5	p6	p7	p8	p9
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales	2|1798710||1906119	    8372	    317	NA	NA	NA	  192663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    174	NA	NA	    3422
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	    9773	  55625	    7444	  430528	NA	   12652	  378248	 119952	   61406	  261488	  12939	  303895	  125468	  126236	  27358	   36523	   7699	   7248	   3036	  13982	  37025	NA	    5594	   6815	  18918	  56131	  15539	  17603	NA	  11294	NA	   7679	NA	  229394	NA	NA	NA	  90314	    4758	    9392	    159	   7924	NA	  25060	NA	   3361	    2549	   21849	NA
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified	2|1224||	    1711	    147	   64442	    2652	NA	NA	NA	NA	   60726	NA	NA	NA	NA	    2591	   1984	    3837	NA	NA	    260	NA	NA	NA	    3852	NA	NA	NA	NA	NA	   1147	  63252	   2232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   4607	NA	    4862	NA	NA	NA	NA
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2|32066|203490|203491	     417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   3359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    2785
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	     486	NA	    5765	NA	  18232	    9266	    2943	   6074	   25129	    1201	  67374	  110333	   17058	   17729	NA	NA	   2388	   9126	  78542	  11844	NA	  63686	   10098	   4427	  32584	    650	   8359	  25244	   2169	NA	   4084	   1342	    3154	  147157	   1244	    931	   1650	  20869	   21723	   99176	NA	  27548	  11657	  75225	     480	  33469	   27006	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	 3293028	 924710	 2178840	 2637310	1955231	 1974657	 1545671	1175786	  560192	 2893709	1785215	 6200196	 1922172	  557811	2861011	 1335860	 307940	 329967	 345142	 161226	 173062	 238759	 2105927	 232580	 209313	 228673	 380246	 222827	 864485	1217576	 513984	 548450	  298845	 2748725	 190262	 665518	 489194	 128878	  466893	  736951	  58272	 828162	 903946	 254082	 1561452	1145969	 2284466	 1601235	 1800651
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	 1460613	 336522	  143029	NA	 176347	  562281	  434618	 850690	   19572	 1548281	 219603	  356602	   33689	  165506	1744177	  427984	   3418	 496651	 391102	  54661	 109063	  23338	  116588	 385019	 225117	 297142	 538290	   7538	 444896	1393722	  31997	  28806	   17413	   95490	  38369	1068600	  24086	2322978	NA	   41568	 146988	 639982	 472947	1069848	  184642	1282504	 1308044	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	 1494448	 158307	  861723	 1120289	 735056	  599498	  513396	1222911	  764630	  674510	 136773	 2984628	  920596	  622139	 157846	  937989	  63644	 134585	  69777	  65683	  43564	  65145	  185002	  76435	  92786	 203031	  94200	 173699	 150423	  68588	 233560	 314843	  154593	  382367	  21145	  34759	  67915	   3564	  203107	  221179	   9235	 241503	 226959	  79338	 1218280	1505114	 1542367	  217830	 2723791
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	 1334922	3163312	 4719963	 3277169	3138402	 2360450	 3829090	3348165	 4677243	 3899279	1472424	 4653159	 4020929	 1759232	1127356	 3059324	 455941	 552373	 864282	 918074	 180074	 549486	 1758391	 664207	 232945	 448470	 247851	1596971	1285693	2044323	 531767	 681700	 1221930	 5363696	 369873	 222402	 614007	  31064	  877194	 1438773	  81432	1923063	1731330	 610487	 4047017	2561102	 4511061	 6688431	 6804873
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	  946267	1082037	 8121106	 5197571	1483108	 3320444	 1150803	 704983	 9262141	 2655241	2062895	10527818	 4396779	10974765	 873443	 3579099	 141219	 242044	 628190	 585706	 103686	 303242	 3553897	 598967	 175025	   8847	 231048	 163142	1912333	3163865	1596317	  22408	  292752	 3182923	 104140	 446289	 197506	2020663	12596842	 7720736	  67865	 411363	3372729	 402858	 3823323	1275857	 4299417	 1231094	 3825674
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	  330315	 353429	    9400	   38438	  82827	    8945	   33625	 179486	  404300	  184019	 110202	   38647	  125390	  209157	 133081	   56371	   8362	   6870	  42632	  23777	   3607	  83238	  157741	  58933	  47488	   7047	  42893	  56575	   6902	NA	   6613	  20184	     747	  431887	   2466	   3831	   3025	  30183	    7139	   27307	  28506	  18513	   6989	  55146	   85603	 134154	   53303	  117384	   45936
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	  392924	 328004	  945928	  246979	 801316	 1637640	  102776	 145884	  194892	  382636	 747334	 1719014	  650046	 1543755	   2737	 2356609	  30276	 136902	 263509	 171065	    812	  15851	  517490	 244062	 282025	NA	  18612	    253	 343576	NA	 434649	  34257	    2742	  804288	  59429	  64229	 126095	 125538	  608328	  166274	  23336	 171337	 528519	  54451	  548637	 307386	  146454	  573435	  402877
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	2|976|200643|171549|2005519	  301306	 243945	  349097	    1369	  87931	  287151	    2070	  39850	NA	  254645	 299867	  346931	   61615	  598003	NA	  350948	   1354	  15239	  32150	  24034	NA	  98696	  220530	 105390	   3621	NA	   1451	NA	  79605	NA	  82341	NA	NA	  117097	  12377	NA	  19438	NA	NA	  276567	NA	  68887	  95811	   2178	  339877	  68880	   74701	  217104	  266037
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	  184679	 144752	   82748	   42504	 170800	  143835	  125247	 210597	  175705	  367073	 157058	  327684	   92794	  548544	NA	  108887	  21232	 100927	  60081	  25576	  86252	  53081	   22599	  88991	  75908	  74552	 163824	  57992	  63101	NA	  93319	  34215	   97528	  495579	 198496	 119243	 144672	  13658	NA	   76593	   6475	 569112	  46926	  88523	  166198	 352584	  343858	  144496	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	   98017	  27854	   47368	  103964	   6292	   18915	   18703	   8140	  429246	   79046	  31081	    6168	   10355	   78055	    584	   19389	  37245	  37073	   4465	    602	   3218	    602	     206	    207	NA	  23912	   2004	NA	  19919	   2298	  65435	 139509	NA	   18573	   6702	NA	  59947	  13769	    8176	  100628	  91662	 113183	    401	   9154	    4961	    981	   35702	    5934	   18457
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae	2|74201|203494|48461|1647988	  108650	   3232	  240543	NA	  30054	   80054	    4541	   5796	NA	  129066	NA	  743539	   97168	NA	  49976	    1530	NA	 380188	  22578	  27694	NA	NA	  158778	   3233	 118145	NA	 143495	NA	  87549	NA	    947	NA	  125897	   67373	   1979	  32600	NA	  29060	  104914	  143603	    352	   6586	NA	  50313	  642636	 156452	NA	  508449	    2990
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	  151288	  29777	  444131	   97755	 184706	  471246	   46249	 150756	  486815	  326518	 294788	  879490	  469366	  896790	NA	  223156	  72788	  31052	 116367	 117907	   6127	  78709	  446449	 155956	 128489	    230	  20470	  62527	  66617	 200312	 158402	NA	  106709	  342223	  24075	  54346	  50108	   5190	  190476	  672892	   4133	 119730	 265161	  98633	  260337	 156707	  349896	  280201	  142873
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	2|976|200643|171549|1853231	  108278	  59324	  276321	   82207	 135442	  119334	   94777	  69853	  489137	   50960	 141767	  328643	  188414	  146203	NA	  158636	  40333	  45438	 106492	  22725	NA	  34307	  146473	  20610	  17049	NA	  30853	  16061	  36843	NA	  77412	NA	   33153	  108112	   9876	   5608	   3904	NA	NA	  134309	   1869	  66239	  35813	 511430	   75738	  73981	   92278	  162827	  112290
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	2|1239|186801|186802|31979	   47343	  82171	   26980	NA	   8675	   16299	NA	  12716	    5933	   15154	  20247	   35238	   11807	  197881	  23287	   19678	   3666	   5852	  51696	   7117	NA	 117552	  529560	NA	  25101	  27724	   1536	   1249	NA	   4740	   8381	NA	NA	   35808	NA	NA	NA	   2768	NA	   22900	NA	   3367	  36772	 108555	   14763	 116448	   16705	  402596	  266582
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2|1224|28216|80840|995019	   51881	  10929	    9914	   91810	   4852	    3821	     491	    597	    7591	    2565	   3268	    2857	    4103	     367	   6620	   77006	    125	NA	  14202	   5724	NA	    117	   89062	    833	    522	NA	NA	NA	  38950	  18092	   2061	NA	NA	    3158	NA	   2344	    124	    111	NA	NA	NA	NA	 148316	NA	   13459	   1048	     236	NA	    7561
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	2|1239|909932|1843489|31977	   30743	  57074	   20942	     425	NA	   20610	   82388	 470327	     293	    2370	  61602	NA	     304	NA	   7955	   15203	    831	NA	  11791	NA	   1310	    153	NA	 390901	NA	NA	   1151	NA	  72731	  58691	  37393	    634	  255855	NA	NA	  16021	   1193	   4277	    4235	    1174	  54529	 162496	  10804	NA	NA	NA	   85822	   44774	     507
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2|201174|84998|1643822|1643826	   46310	  29146	   71332	   17090	  23617	   50002	   31513	  10519	  104326	  275698	  17790	  154707	   29045	  184344	  28796	   28162	   2309	NA	  36024	     58	    942	   7900	    6992	   6672	NA	   8786	  16385	  10050	   8249	NA	  18189	   7563	   69786	   80022	   5662	  10377	  12878	 672271	    8525	   13854	NA	  26681	  15828	  20440	   49783	  14403	   40505	   20346	   30603
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	2|1224|28216|80840|75682	   12757	NA	NA	NA	NA	NA	NA	NA	NA	   10581	NA	NA	NA	NA	  16149	   13454	NA	NA	   1531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     851	NA	NA	NA	NA
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified	2|1798710||1906119|	    8372	    317	NA	NA	NA	  192663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    174	NA	NA	    3422
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	    9773	  55625	    7444	  430528	NA	   12652	  378248	 119952	   61406	  261488	  12939	  303895	  125468	  126236	  27358	   36523	   7699	   7248	   3036	  13982	  37025	NA	    5594	   6815	  18918	  56131	  15539	  17603	NA	  11294	NA	   7679	NA	  229394	NA	NA	NA	  90314	    4758	    9392	    159	   7924	NA	  25060	NA	   3361	    2549	   21849	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified	2|1239|186801|186802|	   12985	   8456	   17000	NA	   2951	   30683	    3131	   4090	  169210	   56489	  24956	   84650	   10262	    9949	  15846	   11750	    361	   3917	   1335	NA	NA	   1740	    1898	NA	NA	NA	   7896	NA	NA	NA	   1252	   2989	    4536	   51076	NA	    678	NA	    328	    7089	   23871	NA	     75	NA	   1970	    4619	   5544	   71971	   12795	    3845
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified	2|1224|||	    1711	    147	   64442	    2652	NA	NA	NA	NA	   60726	NA	NA	NA	NA	    2591	   1984	    3837	NA	NA	    260	NA	NA	NA	    3852	NA	NA	NA	NA	NA	   1147	  63252	   2232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   4607	NA	    4862	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	2|1239|186801|186802|186804	     683	  16819	     898	NA	  37847	NA	     126	NA	    2968	NA	    515	NA	NA	   91430	   5762	     431	NA	NA	NA	  11142	NA	   2757	NA	NA	NA	  18535	   6527	NA	NA	  17492	NA	NA	NA	NA	NA	NA	NA	   7838	NA	    1188	NA	NA	NA	NA	NA	NA	     541	    1132	NA
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	2|32066|203490|203491|203492	     417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   3359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    2785
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	2|1224|28221|213115|194924	     486	NA	    5765	NA	  18232	    9266	    2943	   6074	   25129	    1201	  67374	  110333	   17058	   17729	NA	NA	   2388	   9126	  78542	  11844	NA	  63686	   10098	   4427	  32584	    650	   8359	  25244	   2169	NA	   4084	   1342	    3154	  147157	   1244	    931	   1650	  20869	   21723	   99176	NA	  27548	  11657	  75225	     480	  33469	   27006	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2|1239|91061|186826|33958	     176	NA	   14479	NA	NA	NA	     147	 573980	    2221	    7846	   2360	NA	     999	NA	   9123	      68	  18167	  13792	  99720	   1780	  29364	    148	    9025	  27930	NA	  34087	 163997	   3619	    152	    209	  10419	  17127	NA	NA	  33022	  40498	  14974	NA	NA	   11356	 930313	 229110	    936	 355175	NA	NA	   29788	NA	     442
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	2|1239|186801|186802|541000|1263	 2292562	 584177	 1067460	 1755068	 665996	  839249	  417157	 534686	  319503	 1320847	 771976	 2453512	  766104	    2747	1487888	  500782	  21261	 135104	  30932	  43837	  58403	  75988	 1063533	  66430	 133772	   1172	 132079	 139628	 117798	 183792	  70556	   3620	   14198	 1241599	  14487	  90896	  25799	    433	   41663	  151643	    185	 293651	 157356	 132110	  881823	 397028	 1272023	  596765	  426696
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	2|201174|1760|85004|31953|1678	 1460613	 336522	  143029	NA	 176347	  562281	  434618	 850690	   19572	 1548281	 219603	  356602	   33689	  165506	1744177	  427984	   3374	 496651	 391102	  54661	 109063	  23338	  116588	 385019	 225117	 297142	 537863	   7538	 444896	1393722	  31997	  28806	   17413	   95490	  38319	1068600	  24086	2322978	NA	   41568	 146988	 639982	 472947	1069848	  184642	1282504	 1307138	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	2|1239|186801|186802|186806|1730	 1492121	 157829	  861723	 1120289	 735056	  598827	  513396	1222911	  760430	  672454	 136773	 2984628	  920596	  620828	 157846	  937989	  63644	 134585	  69777	  65683	  43564	  65145	  185002	  76435	  92786	 203031	  94200	 173699	 150423	  68588	 233560	 314843	  154593	  378889	  21145	  34759	  67915	   2805	  203107	  221179	   9235	 241503	 226959	  79338	 1218280	1505058	 1542311	  217830	 2723791
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	2|1239|186801|186802|541000|216851	  707872	 184277	  911644	  811057	1251173	  989748	  757793	 550459	NA	 1369330	 491849	 2449741	 1030975	  196638	 301956	  565410	 233821	 154617	 260182	 100888	 107204	 122564	  928730	 142943	  58549	 205179	 209400	  30598	 691698	 868831	 397208	 491502	  202491	 1215824	 156293	 531417	 359813	   1607	  347078	  308869	  53695	 480608	 707734	  48229	  423499	 467892	  881379	  871161	 1253927
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	2|976|200643|171549|815|816	  946267	1082037	 8121106	 5197571	1483108	 3320444	 1150803	 704983	 9262141	 2655241	2062895	10527818	 4396779	10974765	 873443	 3579099	 141219	 242044	 628190	 585706	 103686	 303242	 3553897	 598967	 175025	   8847	 231048	 163142	1912333	3163865	1596317	  22408	  292752	 3182923	 104140	 446289	 197506	2020663	12596842	 7720736	  67865	 411363	3372729	 402858	 3823323	1275857	 4299417	 1231094	 3825674
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified	2|1239||||	  330315	 353429	    9400	   38438	  82827	    8945	   33625	 179486	  404300	  184019	 110202	   38647	  125390	  209157	 133081	   56371	   8362	   6870	  42632	  23777	   3607	  83238	  157741	  58933	  47488	   7047	  42893	  56575	   6902	NA	   6613	  20184	     747	  431887	   2466	   3831	   3025	  30183	    7139	   27307	  28506	  18513	   6989	  55146	   85603	 134154	   53303	  117384	   45936
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	2|976|200643|171549|171550|239759	  392924	 328004	  945928	  246979	 801316	 1637640	  102776	 145884	  194892	  382636	 747334	 1719014	  650046	 1543755	   2737	 2356609	  30276	 136902	 263509	 171065	    812	  15851	  517490	 244062	 282025	NA	  18612	    253	 343576	NA	 434649	  34257	    2742	  804288	  59429	  64229	 126095	 125538	  608328	  166274	  23336	 171337	 528519	  54451	  548637	 307386	  146454	  573435	  402877
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	2|1239|186801|186802|186803|572511	  373885	 651142	  304107	  473684	 366390	  519799	  235323	 471459	  317604	  314456	 188894	  377772	  975260	  279962	 130554	  185699	  67595	  77018	  28198	 427531	  17125	 128741	  134511	  30195	  42888	  27783	  15086	 113695	  37988	  45903	  36912	  84191	   63582	 1537209	   6997	   2160	  62121	NA	   96777	   62991	   8998	 221553	 159181	  19000	  695419	 762488	  699985	  403228	  484325
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	2|1239|186801|186802|186803|189330	  314270	 156551	  228045	  249998	 303226	  204047	  182816	 401810	  651865	  310947	 158119	  317749	  506409	  193094	  63427	  188373	  42457	  59227	  31544	  35808	  52617	 101104	   91125	  24202	  22010	  20816	  83155	  43722	  30229	  26462	  38079	  77869	  115290	  539321	  22983	    996	 107980	    412	   17076	   59963	   3434	 186303	  85837	  23585	  427331	 106425	  499847	  525415	  114204
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella	2|976|200643|171549|2005519|397864	  285693	 241633	  349097	NA	  37231	  287151	    2070	  39584	NA	  223970	 297666	  318941	   56836	  580278	NA	  350948	   1354	  13956	  32150	  24034	NA	  98227	NA	  84944	   1133	NA	    965	NA	  79605	NA	  81832	NA	NA	  117097	  10453	NA	  19031	NA	NA	  276567	NA	  67215	  92863	   2178	  337586	  51164	   32637	  192110	  251602
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	2|201174|84998|84999|84107|102106	  184572	 143257	   55166	   42504	 170595	  143726	  124200	 210063	NA	  365814	 156900	  327684	   92639	  443976	NA	  108887	  21232	 100927	  60081	  25576	  86252	  53081	   22599	  88991	  75908	  74552	 163619	  57992	  63101	NA	  93319	  34215	   97528	  494090	 198496	 119243	 144672	  13658	NA	   76593	   6475	 569057	  46926	  88523	  166198	 350890	  343019	  144496	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified	2|1239|186801|186802|541000|	  220547	   5531	   10750	    2202	  20041	   26785	  300954	  16847	    7911	   24376	 482082	  868558	     759	   18783	 808395	  162604	NA	NA	  17258	NA	NA	  23159	   38259	  11666	   7938	   1585	   1612	   1038	NA	NA	NA	NA	   18523	   66682	NA	NA	NA	     54	    1542	  143448	   1881	   3169	NA	  55832	    5718	  40436	   14683	    5579	    8059
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	2|1239|186801|186802|186803|207244	  173338	  21239	  371721	  260844	 257839	   40325	   62876	  25685	 1233127	  574560	  74007	   76772	  105335	   35713	 191607	  291152	   5867	  88551	    842	  22697	   3436	   4214	  394409	    752	  19536	   5358	  11414	   4054	   1931	  21534	   2919	  17156	   53172	   91899	  14397	NA	  16129	    208	   55985	    4192	NA	   3977	  34194	   1591	  715502	 344690	  195395	  318543	  762969
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter	2|1239|186801|186802|186803|1407607	  211089	 275729	  810766	 1121065	 237837	  388563	  227773	 231680	  410648	  583527	 149606	 1255039	   43369	   43462	 346601	  223591	  15700	  26128	  32609	   7653	   9895	  54898	  181044	   6457	  22049	  10577	  32283	  30236	 248382	 257193	  19433	 110214	   65752	  552726	   9015	  73641	  52563	NA	  112005	   83920	   2857	 118818	 212704	    569	  938025	 499910	 1435827	 1507534	  488535
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	2|1239|91061|186826|1300|1301	   98017	  27854	   36121	  103964	   6292	   18915	   18703	   8140	  429246	   79046	  31081	    6168	   10355	   78055	    584	   19389	  28006	  37073	   4465	    602	   3218	    602	     206	    207	NA	  23912	     91	NA	  19919	   2298	  65435	 139509	NA	   18573	   6702	NA	  59947	  13769	    8176	  100628	  91662	 113183	    401	   9154	    4088	    981	   35491	    5934	   18457
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	2|1239|186801|186802|186803|841	  197342	1397415	  394380	  665020	 178474	  998065	 1373796	 229793	  435559	  284076	 158122	  352818	  445303	   81086	  89471	  537429	 128718	 203993	 613975	 228069	  59427	  85459	  313045	  98110	  70611	 188111	  10649	   8557	 552027	1672274	 204273	  46817	  363393	  185725	  50231	  69053	 273959	NA	  402369	  310360	  45283	 402362	1063046	  76390	  203538	 110866	  866287	 2061058	  260734
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia	2|74201|203494|48461|1647988|239934	  108650	   3232	  240543	NA	  30054	   80054	    4541	   5796	NA	  129066	NA	  743539	   97168	NA	  49976	    1530	NA	 380188	  22578	  27694	NA	NA	  158778	   3233	 118145	NA	 143495	NA	  87549	NA	    947	NA	  125897	   67373	   1979	  32600	NA	  29060	  104914	  143603	    352	   6586	NA	  50313	  642636	 156452	NA	  508449	    2990
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	2|976|200643|171549|2005525|375288	  151288	  29777	  444131	   97755	 184706	  471246	   46249	 150756	  486815	  326518	 294788	  879490	  469366	  896790	NA	  223156	  72788	  31052	 116367	 117907	   6127	  78709	  446449	 155956	 128489	    230	  20470	  62527	  66617	 200312	 158402	NA	  106709	  342223	  24075	  54346	  50108	   5190	  190476	  672892	   4133	 119730	 265161	  98633	  260337	 156707	  349896	  280201	  142873
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	2|1239|186801|186802|31979|1485	   46931	  82171	   26980	NA	   8675	   16299	NA	  12716	NA	   14012	  20247	   23657	   11807	  116898	  22803	   19678	   3666	   5852	  51696	   7117	NA	 117552	  529560	NA	  25101	  27724	   1536	   1249	NA	   4740	   8381	NA	NA	   35808	NA	NA	NA	NA	NA	   22900	NA	   3367	  36772	 108555	   14763	 116448	   16705	  402596	  266582
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum	2|1239|186801|186802|541000|2048137	   51027	 102072	   58012	   50551	   3623	   60901	   47111	  22183	     496	   51789	  11007	  347364	   89052	NA	   3464	   27849	  29211	  21131	   7944	    675	   2108	   4986	   38650	   7548	   5133	    178	   7377	  22990	  38416	  71312	   4410	  38894	   44682	   47903	  16286	  27263	  82227	NA	    7412	   14414	NA	  18260	   4874	   3304	   70963	  27711	   76976	   52445	   70934
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter	2|976|200643|171549|1853231|283168	   72737	  59324	  133075	   63474	 132950	  119334	   89845	  53704	  258188	   49116	 109397	  295607	  160621	  127725	NA	  158636	  25521	  20332	  90330	  20736	NA	  29060	  144490	  15630	  13352	NA	  24938	  16061	  26914	NA	  77412	NA	   33153	   63732	   7232	   5608	   3131	NA	NA	  107953	NA	  56037	  30378	 470112	   71049	  64020	   50126	   70507	  100222
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister	2|1239|909932|1843489|31977|39948	   30743	  46341	   20942	NA	NA	   20236	   80358	 465169	     293	    2370	  61602	NA	NA	NA	   7520	   13085	NA	NA	  11791	NA	NA	    153	NA	  52820	NA	NA	NA	NA	  16474	  31217	  35697	NA	  250170	NA	NA	    410	NA	   1606	NA	NA	NA	NA	  10804	NA	NA	NA	   81348	   44774	NA
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	2|1224|28216|80840|995019|577310	   42905	  10929	    8896	   81831	   3117	    3232	NA	NA	    6084	    2565	   3268	    2857	    1276	NA	   6211	   75247	NA	NA	  14202	   4298	NA	NA	   86074	    714	    522	NA	NA	NA	  37781	  17259	   1325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 142843	NA	   11417	   1048	NA	NA	    7561
